invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,revenue,age_group,month
I130471,C149667,Female,21,Clothing,2,600.16,Credit Card,29-03-21,Kanyon,1200.32,18-25,March
I503429,C325815,Female,38,Cosmetics,5,203.3,Cash,14-05-21,Kanyon,1016.5,36-45,May
I114774,C913265,Male,30,Souvenir,1,11.73,Cash,01-01-21,Metropol AVM,11.73,26-35,January
I334142,C178474,Male,52,Cosmetics,5,203.3,Cash,09-04-22,Viaport Outlet,1016.5,46-55,April
I278702,C291699,Female,68,Toys,1,35.84,Cash,24-02-21,Mall of Istanbul,35.84,65+,February
I279607,C329655,Female,29,Clothing,5,1500.4,Debit Card,07-06-21,Cevahir AVM,7502,26-35,June
I404784,C362033,Female,38,Food & Beverage,2,10.46,Debit Card,25-10-21,Metropol AVM,20.92,36-45,October
I676761,C756517,Male,39,Cosmetics,1,40.66,Cash,28-09-21,Forum Istanbul,40.66,36-45,September
I177490,C183235,Female,29,Technology,3,3150,Cash,20-01-21,Kanyon,9450,26-35,January
I166844,C264230,Male,21,Cosmetics,3,121.98,Cash,11-05-22,Mall of Istanbul,365.94,18-25,May
I104159,C668385,Male,40,Books,2,30.3,Credit Card,28-11-22,Metropol AVM,60.6,36-45,November
I259486,C436579,Female,24,Cosmetics,2,81.32,Credit Card,23-07-22,Metropol AVM,162.64,18-25,July
I140578,C243522,Female,18,Clothing,5,1500.4,Debit Card,08-04-22,Metrocity,7502,<18,April
I109506,C793281,Female,68,Clothing,5,1500.4,Cash,15-07-21,Istinye Park,7502,65+,July
I156953,C312659,Female,60,Toys,1,35.84,Credit Card,31-12-21,Kanyon,35.84,56-65,December
I206063,C139273,Male,53,Souvenir,2,23.46,Cash,05-03-22,Zorlu Center,46.92,46-55,March
I159732,C788874,Female,61,Souvenir,4,46.92,Debit Card,14-10-22,Viaport Outlet,187.68,56-65,October
I416397,C247803,Female,20,Food & Beverage,3,15.69,Cash,29-01-22,Kanyon,47.07,18-25,January
I155637,C339997,Male,67,Food & Beverage,3,15.69,Cash,30-11-21,Metrocity,47.07,65+,November
I146956,C325326,Female,37,Toys,5,179.2,Debit Card,04-03-21,Kanyon,896,36-45,March
I132123,C240588,Female,46,Clothing,4,1200.32,Credit Card,03-08-22,Istinye Park,4801.28,46-55,August
I837235,C336211,Male,43,Cosmetics,2,81.32,Credit Card,21-10-22,Kanyon,162.64,36-45,October
I243112,C292013,Male,22,Food & Beverage,1,5.23,Cash,06-08-21,Kanyon,5.23,18-25,August
I172821,C149366,Female,32,Technology,1,1050,Credit Card,02-08-21,Mall of Istanbul,1050,26-35,August
I222541,C497550,Female,61,Clothing,5,1500.4,Credit Card,13-11-22,Metrocity,7502,56-65,November
I461091,C207438,Female,28,Toys,4,143.36,Credit Card,16-02-22,Mall of Istanbul,573.44,26-35,February
I166914,C106172,Female,18,Clothing,3,900.24,Debit Card,29-12-22,Zorlu Center,2700.72,<18,December
I974417,C190587,Female,49,Clothing,5,1500.4,Cash,03-02-21,Metropol AVM,7502,46-55,February
I284264,C198375,Female,48,Toys,2,71.68,Cash,27-03-21,Kanyon,143.36,46-55,March
I185020,C185410,Female,68,Cosmetics,4,162.64,Credit Card,16-10-21,Mall of Istanbul,650.56,65+,October
I873278,C818812,Female,67,Toys,3,107.52,Cash,09-01-23,Kanyon,322.56,65+,January
I292845,C158162,Female,29,Cosmetics,1,40.66,Credit Card,14-12-22,Cevahir AVM,40.66,26-35,December
I281774,C404706,Female,54,Cosmetics,2,81.32,Cash,02-08-22,Istinye Park,162.64,46-55,August
I252636,C157473,Male,19,Food & Beverage,4,20.92,Credit Card,20-01-23,Metrocity,83.68,18-25,January
I332883,C733045,Male,27,Shoes,1,600.17,Credit Card,15-06-21,Mall of Istanbul,600.17,26-35,June
I902869,C294993,Male,32,Technology,4,4200,Credit Card,06-01-21,Kanyon,16800,26-35,January
I143319,C332518,Female,64,Clothing,1,300.08,Cash,03-03-22,Kanyon,300.08,56-65,March
I273771,C205782,Female,19,Clothing,3,900.24,Cash,15-12-22,Metropol AVM,2700.72,18-25,December
I815055,C300617,Male,32,Food & Beverage,5,26.15,Debit Card,28-11-21,Istinye Park,130.75,26-35,November
I338737,C251789,Male,48,Toys,3,107.52,Debit Card,27-05-21,Emaar Square Mall,322.56,46-55,May
I823912,C108431,Female,60,Clothing,1,300.08,Cash,03-03-23,Emaar Square Mall,300.08,56-65,March
I789682,C306638,Male,42,Food & Beverage,1,5.23,Credit Card,25-08-21,Mall of Istanbul,5.23,36-45,August
I217866,C104117,Female,52,Souvenir,3,35.19,Debit Card,11-01-21,Kanyon,105.57,46-55,January
I309333,C276908,Female,49,Clothing,4,1200.32,Cash,03-07-21,Metrocity,4801.28,46-55,July
I311310,C278914,Female,31,Clothing,1,300.08,Cash,30-04-22,Mall of Istanbul,300.08,26-35,April
I245342,C326342,Female,29,Clothing,2,600.16,Credit Card,10-11-22,Forum Istanbul,1200.32,26-35,November
I510693,C227322,Male,42,Food & Beverage,2,10.46,Cash,12-09-22,Istinye Park,20.92,36-45,September
I245875,C684444,Female,45,Cosmetics,1,40.66,Cash,24-11-22,Mall of Istanbul,40.66,36-45,November
I105515,C281306,Female,24,Cosmetics,3,121.98,Credit Card,02-12-21,Metrocity,365.94,18-25,December
I265930,C316452,Female,56,Clothing,1,300.08,Cash,01-08-22,Emaar Square Mall,300.08,56-65,August
I294888,C318696,Male,50,Toys,1,35.84,Credit Card,02-01-21,Mall of Istanbul,35.84,46-55,January
I189250,C107150,Female,64,Books,3,45.45,Cash,15-09-21,Kanyon,136.35,56-65,September
I338562,C599135,Male,20,Technology,3,3150,Debit Card,03-03-23,Istinye Park,9450,18-25,March
I187660,C316229,Female,37,Clothing,4,1200.32,Credit Card,29-05-22,Zorlu Center,4801.28,36-45,May
I198222,C128608,Female,52,Clothing,1,300.08,Debit Card,30-08-21,Viaport Outlet,300.08,46-55,August
I194372,C304895,Male,69,Shoes,1,600.17,Cash,09-05-22,Emaar Square Mall,600.17,65+,May
I163204,C157525,Male,22,Food & Beverage,3,15.69,Debit Card,08-11-22,Mall of Istanbul,47.07,18-25,November
I248466,C976970,Female,52,Food & Beverage,5,26.15,Credit Card,08-01-23,Istinye Park,130.75,46-55,January
I459508,C243053,Male,27,Clothing,4,1200.32,Cash,18-04-21,Kanyon,4801.28,26-35,April
I708705,C260250,Female,21,Shoes,4,2400.68,Cash,18-05-22,Mall of Istanbul,9602.72,18-25,May
I197264,C780324,Male,37,Food & Beverage,4,20.92,Credit Card,24-06-22,Zorlu Center,83.68,36-45,June
I192345,C264174,Female,50,Cosmetics,3,121.98,Credit Card,08-05-22,Kanyon,365.94,46-55,May
I214709,C271719,Female,56,Toys,1,35.84,Credit Card,29-09-22,Kanyon,35.84,56-65,September
I298856,C201547,Male,67,Clothing,1,300.08,Credit Card,27-07-21,Mall of Istanbul,300.08,65+,July
I333514,C147220,Male,42,Cosmetics,5,203.3,Cash,09-01-23,Metropol AVM,1016.5,36-45,January
I109196,C858882,Female,35,Clothing,2,600.16,Cash,03-07-21,Kanyon,1200.32,26-35,July
I872037,C227148,Male,33,Food & Beverage,1,5.23,Cash,14-08-21,Kanyon,5.23,26-35,August
I219476,C131829,Female,36,Shoes,4,2400.68,Cash,17-01-22,Mall of Istanbul,9602.72,36-45,January
I123988,C406534,Female,29,Food & Beverage,5,26.15,Credit Card,31-08-21,Zorlu Center,130.75,26-35,August
I323423,C314317,Female,22,Shoes,1,600.17,Credit Card,05-09-21,Mall of Istanbul,600.17,18-25,September
I547667,C256164,Female,31,Clothing,5,1500.4,Debit Card,27-05-21,Forum Istanbul,7502,26-35,May
I157893,C313571,Male,48,Clothing,4,1200.32,Credit Card,27-11-21,Metrocity,4801.28,46-55,November
I335938,C175699,Male,54,Food & Beverage,4,20.92,Credit Card,24-11-21,Metrocity,83.68,46-55,November
I185264,C323613,Male,68,Clothing,4,1200.32,Cash,14-12-21,Metropol AVM,4801.28,65+,December
I254110,C258563,Female,43,Clothing,1,300.08,Debit Card,06-11-22,Zorlu Center,300.08,36-45,November
I947295,C187033,Female,23,Cosmetics,4,162.64,Cash,07-07-21,Mall of Istanbul,650.56,18-25,July
I321053,C181006,Male,21,Clothing,3,900.24,Credit Card,23-09-22,Kanyon,2700.72,18-25,September
I108907,C234056,Female,69,Shoes,5,3000.85,Cash,19-09-21,Metrocity,15004.25,65+,September
I519922,C540537,Female,51,Toys,5,179.2,Cash,09-08-21,Mall of Istanbul,896,46-55,August
I169710,C159228,Male,53,Clothing,2,600.16,Credit Card,23-05-21,Mall of Istanbul,1200.32,46-55,May
I295308,C139301,Female,69,Clothing,3,900.24,Debit Card,17-12-21,Mall of Istanbul,2700.72,65+,December
I327267,C263650,Male,68,Clothing,2,600.16,Cash,11-04-22,Metrocity,1200.32,65+,April
I184444,C336398,Male,62,Cosmetics,5,203.3,Debit Card,04-02-22,Zorlu Center,1016.5,56-65,February
I327362,C260163,Female,18,Toys,4,143.36,Cash,08-12-21,Metrocity,573.44,<18,December
I125275,C117825,Male,62,Technology,2,2100,Debit Card,12-02-23,Mall of Istanbul,4200,56-65,February
I211886,C179770,Female,32,Souvenir,1,11.73,Cash,07-09-22,Metropol AVM,11.73,26-35,September
I115282,C168229,Female,31,Toys,1,35.84,Credit Card,01-11-21,Cevahir AVM,35.84,26-35,November
I335793,C687822,Female,53,Books,2,30.3,Credit Card,15-11-22,Cevahir AVM,60.6,46-55,November
I118107,C195976,Male,56,Clothing,3,900.24,Credit Card,23-12-22,Mall of Istanbul,2700.72,56-65,December
I406841,C195430,Male,33,Clothing,5,1500.4,Cash,25-08-21,Mall of Istanbul,7502,26-35,August
I133742,C202181,Female,41,Toys,3,107.52,Credit Card,19-04-22,Metrocity,322.56,36-45,April
I193549,C172947,Female,32,Cosmetics,4,162.64,Debit Card,29-09-21,Mall of Istanbul,650.56,26-35,September
I269601,C312883,Female,65,Food & Beverage,3,15.69,Credit Card,22-05-21,Mall of Istanbul,47.07,56-65,May
I142642,C130054,Female,40,Cosmetics,1,40.66,Credit Card,26-04-22,Kanyon,40.66,36-45,April
I239833,C177393,Male,22,Shoes,1,600.17,Cash,05-01-23,Metropol AVM,600.17,18-25,January
I223311,C309872,Female,44,Technology,3,3150,Cash,22-02-23,Metrocity,9450,36-45,February
I590021,C237587,Female,23,Clothing,5,1500.4,Credit Card,25-01-22,Emaar Square Mall,7502,18-25,January
I136710,C174971,Female,18,Clothing,1,300.08,Cash,08-02-22,Kanyon,300.08,<18,February
I165088,C154267,Female,24,Clothing,4,1200.32,Cash,03-08-22,Cevahir AVM,4801.28,18-25,August
I133401,C168042,Male,19,Cosmetics,5,203.3,Credit Card,27-09-22,Forum Istanbul,1016.5,18-25,September
I277279,C106585,Female,56,Clothing,5,1500.4,Credit Card,21-12-21,Kanyon,7502,56-65,December
I787085,C262852,Female,58,Cosmetics,3,121.98,Debit Card,23-04-22,Mall of Istanbul,365.94,56-65,April
I169038,C198181,Female,31,Clothing,3,900.24,Credit Card,02-11-21,Zorlu Center,2700.72,26-35,November
I947598,C849768,Male,41,Clothing,4,1200.32,Debit Card,21-01-21,Mall of Istanbul,4801.28,36-45,January
I220070,C197041,Female,59,Food & Beverage,5,26.15,Cash,18-08-21,Metropol AVM,130.75,56-65,August
I300559,C886465,Female,29,Clothing,5,1500.4,Debit Card,23-09-22,Zorlu Center,7502,26-35,September
I986925,C253364,Male,60,Clothing,3,900.24,Credit Card,06-03-23,Mall of Istanbul,2700.72,56-65,March
I319880,C293904,Male,43,Clothing,5,1500.4,Debit Card,28-01-23,Mall of Istanbul,7502,36-45,January
I163858,C157117,Male,24,Toys,3,107.52,Cash,25-04-22,Kanyon,322.56,18-25,April
I397459,C117935,Male,59,Toys,4,143.36,Debit Card,19-11-21,Metropol AVM,573.44,56-65,November
I176103,C139708,Female,52,Clothing,3,900.24,Debit Card,22-12-21,Metropol AVM,2700.72,46-55,December
I222323,C109116,Female,50,Shoes,2,1200.34,Cash,06-01-23,Zorlu Center,2400.68,46-55,January
I122732,C216653,Male,63,Cosmetics,4,162.64,Credit Card,20-05-21,Mall of Istanbul,650.56,56-65,May
I224594,C402160,Female,41,Clothing,3,900.24,Cash,30-06-21,Metropol AVM,2700.72,36-45,June
I560479,C741657,Male,24,Shoes,1,600.17,Credit Card,31-03-21,Viaport Outlet,600.17,18-25,March
I131115,C314299,Male,24,Clothing,1,300.08,Cash,27-01-23,Mall of Istanbul,300.08,18-25,January
I247173,C248339,Female,67,Food & Beverage,3,15.69,Cash,01-04-21,Mall of Istanbul,47.07,65+,April
I138368,C296625,Female,51,Clothing,3,900.24,Credit Card,09-08-22,Viaport Outlet,2700.72,46-55,August
I826554,C512837,Female,25,Clothing,5,1500.4,Debit Card,27-05-21,Metropol AVM,7502,18-25,May
I305140,C793860,Female,59,Food & Beverage,3,15.69,Cash,19-07-22,Mall of Istanbul,47.07,56-65,July
I193490,C184445,Female,21,Food & Beverage,4,20.92,Cash,09-01-23,Kanyon,83.68,18-25,January
I191978,C296645,Male,48,Books,5,75.75,Cash,04-09-22,Metrocity,378.75,46-55,September
I571639,C146375,Male,26,Cosmetics,4,162.64,Cash,09-01-22,Istinye Park,650.56,26-35,January
I110514,C291074,Female,53,Cosmetics,5,203.3,Cash,03-08-21,Metropol AVM,1016.5,46-55,August
I338942,C296829,Female,65,Shoes,5,3000.85,Credit Card,19-05-21,Istinye Park,15004.25,56-65,May
I515520,C655129,Female,42,Clothing,3,900.24,Cash,30-11-21,Emaar Square Mall,2700.72,36-45,November
I157028,C293460,Male,21,Clothing,1,300.08,Cash,06-06-21,Zorlu Center,300.08,18-25,June
I237806,C236313,Male,32,Clothing,2,600.16,Credit Card,12-04-21,Metrocity,1200.32,26-35,April
I535856,C320200,Male,18,Clothing,3,900.24,Debit Card,14-02-22,Cevahir AVM,2700.72,<18,February
I264056,C557887,Female,54,Books,5,75.75,Cash,09-04-21,Metrocity,378.75,46-55,April
I211396,C273346,Female,48,Clothing,2,600.16,Cash,26-02-21,Metropol AVM,1200.32,46-55,February
I213992,C336545,Female,50,Clothing,5,1500.4,Debit Card,16-09-22,Kanyon,7502,46-55,September
I210254,C162027,Male,30,Books,3,45.45,Credit Card,07-02-21,Metropol AVM,136.35,26-35,February
I188891,C105157,Female,47,Clothing,5,1500.4,Credit Card,10-02-21,Metropol AVM,7502,46-55,February
I184877,C518141,Female,55,Clothing,3,900.24,Credit Card,12-06-22,Kanyon,2700.72,46-55,June
I257591,C936902,Female,26,Clothing,1,300.08,Cash,17-10-22,Kanyon,300.08,26-35,October
I374089,C823739,Female,28,Food & Beverage,1,5.23,Credit Card,28-09-21,Emaar Square Mall,5.23,26-35,September
I204616,C738120,Female,52,Food & Beverage,3,15.69,Debit Card,22-01-23,Metropol AVM,47.07,46-55,January
I148123,C161225,Male,19,Shoes,2,1200.34,Debit Card,01-09-22,Kanyon,2400.68,18-25,September
I785963,C284492,Male,56,Clothing,1,300.08,Debit Card,07-01-23,Cevahir AVM,300.08,56-65,January
I271414,C257015,Female,67,Clothing,2,600.16,Debit Card,07-09-21,Metrocity,1200.32,65+,September
I271860,C294897,Female,62,Technology,5,5250,Cash,30-08-21,Viaport Outlet,26250,56-65,August
I265583,C293723,Female,36,Souvenir,5,58.65,Credit Card,21-11-22,Cevahir AVM,293.25,36-45,November
I754369,C316273,Female,64,Food & Beverage,2,10.46,Cash,27-01-22,Metropol AVM,20.92,56-65,January
I141363,C472160,Female,31,Technology,4,4200,Cash,20-11-21,Istinye Park,16800,26-35,November
I315068,C176383,Male,58,Clothing,1,300.08,Debit Card,16-11-21,Metrocity,300.08,56-65,November
I228752,C334458,Male,61,Clothing,4,1200.32,Credit Card,01-09-22,Metrocity,4801.28,56-65,September
I137144,C120555,Female,47,Clothing,5,1500.4,Debit Card,23-08-21,Metrocity,7502,46-55,August
I285594,C769051,Male,69,Food & Beverage,3,15.69,Cash,14-08-21,Kanyon,47.07,65+,August
I282963,C878106,Female,44,Toys,2,71.68,Cash,20-04-21,Metrocity,143.36,36-45,April
I100820,C180870,Male,20,Food & Beverage,2,10.46,Cash,26-12-21,Metrocity,20.92,18-25,December
I703775,C422169,Female,34,Cosmetics,1,40.66,Credit Card,16-08-21,Mall of Istanbul,40.66,26-35,August
I787087,C207473,Female,64,Cosmetics,4,162.64,Credit Card,28-05-22,Istinye Park,650.56,56-65,May
I475085,C339621,Female,55,Technology,1,1050,Credit Card,23-06-21,Forum Istanbul,1050,46-55,June
I110367,C337045,Male,50,Cosmetics,2,81.32,Debit Card,06-01-23,Metropol AVM,162.64,46-55,January
I150588,C160320,Male,69,Clothing,3,900.24,Cash,09-05-22,Kanyon,2700.72,65+,May
I460518,C789906,Female,38,Clothing,3,900.24,Cash,04-11-22,Istinye Park,2700.72,36-45,November
I660313,C170325,Female,19,Food & Beverage,4,20.92,Debit Card,09-04-21,Metropol AVM,83.68,18-25,April
I460921,C177887,Female,31,Shoes,4,2400.68,Cash,28-03-21,Viaport Outlet,9602.72,26-35,March
I153630,C258726,Female,34,Shoes,5,3000.85,Credit Card,28-05-22,Forum Istanbul,15004.25,26-35,May
I300637,C214181,Male,40,Shoes,5,3000.85,Cash,24-01-22,Viaport Outlet,15004.25,36-45,January
I209560,C322365,Male,41,Cosmetics,1,40.66,Credit Card,30-03-21,Metrocity,40.66,36-45,March
I166457,C210086,Male,37,Clothing,5,1500.4,Debit Card,19-05-21,Kanyon,7502,36-45,May
I239386,C195903,Female,47,Clothing,4,1200.32,Debit Card,29-11-21,Metrocity,4801.28,46-55,November
I757575,C150717,Male,24,Shoes,2,1200.34,Cash,04-01-22,Kanyon,2400.68,18-25,January
I136279,C545185,Female,33,Technology,3,3150,Cash,15-07-22,Metropol AVM,9450,26-35,July
I275886,C310655,Female,66,Food & Beverage,5,26.15,Debit Card,07-09-21,Metrocity,130.75,65+,September
I147518,C274223,Female,28,Toys,2,71.68,Credit Card,30-08-21,Kanyon,143.36,26-35,August
I337736,C168767,Female,20,Cosmetics,3,121.98,Cash,24-11-21,Mall of Istanbul,365.94,18-25,November
I101201,C296680,Male,51,Cosmetics,2,81.32,Credit Card,20-06-22,Forum Istanbul,162.64,46-55,June
I321802,C587018,Female,57,Cosmetics,3,121.98,Cash,12-09-22,Kanyon,365.94,56-65,September
I165803,C219351,Male,64,Clothing,4,1200.32,Cash,29-11-21,Cevahir AVM,4801.28,56-65,November
I328658,C336280,Female,27,Cosmetics,2,81.32,Debit Card,03-04-21,Istinye Park,162.64,26-35,April
I293511,C244916,Female,67,Clothing,3,900.24,Cash,15-04-21,Metrocity,2700.72,65+,April
I160492,C687202,Female,63,Food & Beverage,4,20.92,Credit Card,22-11-22,Metropol AVM,83.68,56-65,November
I515615,C127400,Female,34,Toys,4,143.36,Debit Card,15-09-22,Istinye Park,573.44,26-35,September
I695463,C601409,Male,53,Cosmetics,1,40.66,Debit Card,18-10-22,Mall of Istanbul,40.66,46-55,October
I102836,C279148,Male,64,Books,3,45.45,Debit Card,07-03-22,Mall of Istanbul,136.35,56-65,March
I213842,C203609,Female,36,Shoes,3,1800.51,Cash,21-07-22,Mall of Istanbul,5401.53,36-45,July
I959483,C236043,Female,69,Clothing,3,900.24,Cash,23-06-21,Mall of Istanbul,2700.72,65+,June
I518454,C959859,Male,24,Clothing,5,1500.4,Debit Card,28-11-22,Kanyon,7502,18-25,November
I579669,C236589,Female,46,Toys,5,179.2,Cash,05-01-22,Metrocity,896,46-55,January
I299871,C138337,Male,24,Books,3,45.45,Credit Card,25-07-21,Mall of Istanbul,136.35,18-25,July
I480691,C212663,Female,45,Shoes,2,1200.34,Cash,17-11-22,Emaar Square Mall,2400.68,36-45,November
I614530,C200619,Female,49,Books,3,45.45,Cash,19-06-22,Kanyon,136.35,46-55,June
I161106,C419360,Female,64,Cosmetics,4,162.64,Credit Card,20-06-22,Mall of Istanbul,650.56,56-65,June
I259035,C246510,Female,26,Shoes,2,1200.34,Credit Card,29-06-21,Mall of Istanbul,2400.68,26-35,June
I322366,C180525,Female,30,Clothing,3,900.24,Debit Card,10-11-21,Mall of Istanbul,2700.72,26-35,November
I310231,C741764,Male,30,Clothing,2,600.16,Cash,09-10-21,Metropol AVM,1200.32,26-35,October
I109374,C106027,Female,53,Cosmetics,4,162.64,Debit Card,02-12-22,Emaar Square Mall,650.56,46-55,December
I255384,C101526,Female,33,Toys,2,71.68,Cash,29-05-21,Metrocity,143.36,26-35,May
I215215,C268320,Female,20,Clothing,4,1200.32,Cash,12-09-21,Istinye Park,4801.28,18-25,September
I803504,C136548,Male,38,Food & Beverage,1,5.23,Cash,05-08-22,Istinye Park,5.23,36-45,August
I485520,C198539,Female,21,Toys,2,71.68,Cash,10-01-22,Kanyon,143.36,18-25,January
I754363,C140272,Male,58,Clothing,2,600.16,Cash,20-11-22,Metrocity,1200.32,56-65,November
I181313,C281163,Female,27,Toys,1,35.84,Credit Card,30-12-22,Kanyon,35.84,26-35,December
I168517,C678074,Female,26,Shoes,5,3000.85,Debit Card,19-07-21,Mall of Istanbul,15004.25,26-35,July
I250111,C160554,Female,38,Clothing,4,1200.32,Cash,30-01-23,Istinye Park,4801.28,36-45,January
I272683,C310121,Male,34,Food & Beverage,2,10.46,Cash,01-11-22,Metrocity,20.92,26-35,November
I320576,C791236,Male,49,Clothing,4,1200.32,Credit Card,01-12-22,Mall of Istanbul,4801.28,46-55,December
I706645,C247383,Male,54,Clothing,2,600.16,Debit Card,27-02-21,Istinye Park,1200.32,46-55,February
I301791,C266302,Male,52,Clothing,2,600.16,Debit Card,18-04-22,Cevahir AVM,1200.32,46-55,April
I334348,C124038,Female,56,Cosmetics,5,203.3,Cash,10-07-21,Zorlu Center,1016.5,56-65,July
I127468,C333549,Female,55,Books,4,60.6,Debit Card,30-03-21,Metropol AVM,242.4,46-55,March
I133329,C321992,Male,52,Clothing,3,900.24,Cash,14-04-22,Mall of Istanbul,2700.72,46-55,April
I255622,C328686,Female,28,Food & Beverage,5,26.15,Debit Card,10-03-22,Metrocity,130.75,26-35,March
I226085,C159508,Female,29,Clothing,5,1500.4,Credit Card,07-01-21,Mall of Istanbul,7502,26-35,January
I265478,C156706,Male,47,Clothing,4,1200.32,Cash,26-10-21,Viaport Outlet,4801.28,46-55,October
I219956,C224672,Female,29,Shoes,5,3000.85,Debit Card,02-10-21,Emaar Square Mall,15004.25,26-35,October
I183553,C305493,Male,26,Shoes,2,1200.34,Credit Card,16-05-22,Kanyon,2400.68,26-35,May
I519012,C398586,Female,31,Cosmetics,4,162.64,Debit Card,29-01-22,Mall of Istanbul,650.56,26-35,January
I728379,C217675,Female,26,Shoes,5,3000.85,Cash,03-06-21,Kanyon,15004.25,26-35,June
I179461,C197235,Female,32,Shoes,5,3000.85,Credit Card,10-07-22,Metrocity,15004.25,26-35,July
I198466,C287176,Male,51,Cosmetics,3,121.98,Credit Card,12-02-22,Metropol AVM,365.94,46-55,February
I989939,C254980,Male,36,Souvenir,3,35.19,Cash,07-07-21,Zorlu Center,105.57,36-45,July
I895727,C304011,Male,38,Cosmetics,4,162.64,Debit Card,22-05-22,Kanyon,650.56,36-45,May
I231448,C183824,Female,46,Books,1,15.15,Cash,23-09-22,Kanyon,15.15,46-55,September
I177138,C336285,Female,68,Cosmetics,5,203.3,Debit Card,03-07-22,Mall of Istanbul,1016.5,65+,July
